CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Avg,Segment
13822,5,2,632,5,2,3,523,3.3333333333333335,New Customers
13823,18,2,957.66,4,2,4,424,3.3333333333333335,New Customers
13824,32,5,1698.94,4,4,4,444,4,Champions
13826,176,1,189.5,2,1,1,211,1.3333333333333333,Hibernating
13827,57,3,409.8,3,3,2,332,2.6666666666666665,Need Attention
13828,22,1,209.49,4,1,1,411,2,New Customers
13831,16,6,2198.45,4,5,5,455,4.666666666666667,Champions
13832,19,1,52.199999999999996,4,1,1,411,2,New Customers
13833,159,1,383.85,2,1,2,212,1.6666666666666667,Hibernating
13835,25,4,834.57,4,4,3,443,3.6666666666666665,Potential Loyalists
13837,211,2,266.59000000000003,1,2,2,122,1.6666666666666667,Hibernating
13838,5,4,674.82,5,4,3,543,4,Potential Loyalists
13841,252,1,85,1,1,1,111,1,Hibernating
13842,58,9,3385.62,3,5,5,355,4.333333333333333,Loyal Customers
13844,11,1,361.62,5,1,2,512,2.6666666666666665,New Customers
13845,64,1,312.98,3,1,2,312,2,Need Attention
13846,24,3,865.0600000000001,4,3,3,433,3.3333333333333335,Potential Loyalists
13848,92,3,1255,2,3,4,234,3,At Risk
13849,51,2,1537.95,3,2,4,324,3,Promising
13850,129,1,1595.48,2,1,4,214,2.3333333333333335,Hibernating
13851,95,3,2651.46,2,3,5,235,3.3333333333333335,At Risk
13853,57,1,1090.14,3,1,4,314,2.6666666666666665,Promising
13854,8,25,8109.5199999999995,5,5,5,555,5,Champions
13856,168,3,388.5,2,3,2,232,2.3333333333333335,Need Attention
13858,57,1,216.17,3,1,1,311,1.6666666666666667,Need Attention
13859,326,1,201.16,1,1,1,111,1,Hibernating
13860,1,5,1245.9,5,4,4,544,4.333333333333333,Champions
13862,18,8,2209.36,4,5,5,455,4.666666666666667,Champions
13863,247,1,305.78,1,1,2,112,1.3333333333333333,Hibernating
13865,58,4,501.56,3,4,3,343,3.3333333333333335,Promising
13866,74,1,145.67000000000002,2,1,1,211,1.3333333333333333,Hibernating
13867,31,3,1005.09,4,3,4,434,3.6666666666666665,Potential Loyalists
13868,7,2,3192.54,5,2,5,525,4,New Customers
13869,123,4,3083.65,2,4,5,245,3.6666666666666665,Loyal Customers
13870,2,8,2770.94,5,5,5,555,5,Champions
13871,22,13,6403.25,4,5,5,455,4.666666666666667,Champions
13873,119,3,389.6,2,3,2,232,2.3333333333333335,Need Attention
13874,358,1,540.45,1,1,3,113,1.6666666666666667,Hibernating
13875,53,5,1786.79,3,4,4,344,3.6666666666666665,Loyal Customers
13876,63,1,122.7,3,1,1,311,1.6666666666666667,Need Attention
13877,86,1,117.24,2,1,1,211,1.3333333333333333,Hibernating
13878,54,1,1271.57,3,1,4,314,2.6666666666666665,Promising
13880,21,13,3219.77,4,5,5,455,4.666666666666667,Champions
13881,3,20,17159.52,5,5,5,555,5,Champions
13882,2,5,1191.13,5,4,4,544,4.333333333333333,Champions
13883,10,5,2674.48,5,4,5,545,4.666666666666667,Champions
13884,7,5,787.6,5,4,3,543,4,Potential Loyalists
13885,189,2,506.8,1,2,3,123,2,Hibernating
13886,71,1,243.56,3,1,1,311,1.6666666666666667,Need Attention
13887,204,1,349.55,1,1,2,112,1.3333333333333333,Hibernating
13888,119,2,595.67,2,2,3,223,2.3333333333333335,Hibernating
13889,92,1,416.90000000000003,2,1,2,212,1.6666666666666667,Hibernating
13890,1,10,1883.8100000000002,5,5,4,554,4.666666666666667,Champions
13892,26,4,632.97,4,4,3,443,3.6666666666666665,Potential Loyalists
13893,297,1,821.1,1,1,3,113,1.6666666666666667,Hibernating
13894,23,3,564.62,4,3,3,433,3.3333333333333335,Potential Loyalists
13895,28,4,2593.07,4,4,5,445,4.333333333333333,Champions
13897,50,1,311.16,3,1,2,312,2,Need Attention
13898,325,1,155.93,1,1,1,111,1,Hibernating
13899,16,2,388.52,4,2,2,422,2.6666666666666665,New Customers
13900,183,3,740.95,1,3,3,133,2.3333333333333335,At Risk
13901,72,5,2867.2,2,4,5,245,3.6666666666666665,Loyal Customers
13904,37,2,332.64,3,2,2,322,2.3333333333333335,Need Attention
13908,79,4,2369.55,2,4,5,245,3.6666666666666665,Loyal Customers
13911,57,9,2580.91,3,5,5,355,4.333333333333333,Loyal Customers
13914,11,2,626.45,5,2,3,523,3.3333333333333335,New Customers
13917,49,2,272.04,3,2,2,322,2.3333333333333335,Need Attention
13918,49,2,1212.8400000000001,3,2,4,324,3,Promising
13919,59,2,384.81,3,2,2,322,2.3333333333333335,Need Attention
13922,351,1,172.25,1,1,1,111,1,Hibernating
13923,53,1,351.13,3,1,2,312,2,Need Attention
13924,1,6,1838.8500000000001,5,5,4,554,4.666666666666667,Champions
13925,92,4,678.25,2,4,3,243,3,At Risk
13926,23,1,223.85000000000002,4,1,1,411,2,New Customers
13927,74,1,348.99,2,1,2,212,1.6666666666666667,Hibernating
13928,10,4,464.57,5,4,2,542,3.6666666666666665,Potential Loyalists
13929,169,2,842.65,2,2,3,223,2.3333333333333335,Hibernating
13930,57,2,337.34,3,2,2,322,2.3333333333333335,Need Attention
13931,95,2,1237.53,2,2,4,224,2.6666666666666665,Hibernating
13932,294,1,307.4,1,1,2,112,1.3333333333333333,Hibernating
13933,109,2,608.7900000000001,2,2,3,223,2.3333333333333335,Hibernating
13934,263,1,922.1,1,1,3,113,1.6666666666666667,Hibernating
13936,179,1,376.58,2,1,2,212,1.6666666666666667,Hibernating
13937,169,1,158.85,2,1,1,211,1.3333333333333333,Hibernating
13938,35,1,71.66,3,1,1,311,1.6666666666666667,Need Attention
13939,23,3,568.55,4,3,3,433,3.3333333333333335,Potential Loyalists
13940,17,4,839.14,4,4,3,443,3.6666666666666665,Potential Loyalists
13941,21,5,5112.96,4,4,5,445,4.333333333333333,Champions
13946,79,3,561.5699999999999,2,3,3,233,2.6666666666666665,At Risk
13947,65,1,90.6,3,1,1,311,1.6666666666666667,Need Attention
13948,360,1,102,1,1,1,111,1,Hibernating
13949,2,6,2427.32,5,5,5,555,5,Champions
13950,11,4,745.06,5,4,3,543,4,Potential Loyalists
13951,176,3,674.45,2,3,3,233,2.6666666666666665,At Risk
13952,217,2,3251.071,1,2,5,125,2.6666666666666665,Hibernating
13953,7,7,3515.68,5,5,5,555,5,Champions
13954,1,2,439.92,5,3,2,532,3.3333333333333335,Potential Loyalists
13955,154,2,322.96,2,3,2,232,2.3333333333333335,Need Attention
13956,5,5,1019.27,5,4,4,544,4.333333333333333,Champions
13959,79,3,594.04,2,3,3,233,2.6666666666666665,At Risk
13960,21,2,230.22,4,3,1,431,2.6666666666666665,Potential Loyalists
13962,21,2,169.55,4,3,1,431,2.6666666666666665,Potential Loyalists
13963,308,4,664.54,1,4,3,143,2.6666666666666665,At Risk
13967,145,1,80.7,2,1,1,211,1.3333333333333333,Hibernating
13969,7,18,9024.17,5,5,5,555,5,Champions
13971,18,8,2758.26,4,5,5,455,4.666666666666667,Champions
13972,70,2,190.25,3,3,1,331,2.3333333333333335,Need Attention
13973,287,1,264.7,1,1,2,112,1.3333333333333333,Hibernating
13974,49,1,413.59000000000003,3,1,2,312,2,Need Attention
13975,31,6,2461.2400000000002,4,5,5,455,4.666666666666667,Champions
13976,206,1,357.98,1,1,2,112,1.3333333333333333,Hibernating
13978,14,2,196.79000000000002,4,3,1,431,2.6666666666666665,Potential Loyalists
13979,73,1,869.87,2,1,3,213,2,Hibernating
13980,60,1,200.14,3,1,1,311,1.6666666666666667,Need Attention
13982,39,4,1871.81,3,4,4,344,3.6666666666666665,Loyal Customers
13983,29,12,2603.43,4,5,5,455,4.666666666666667,Champions
13984,26,5,920.51,4,4,3,443,3.6666666666666665,Potential Loyalists
13985,4,15,7060.13,5,5,5,555,5,Champions
13986,17,1,320.46,4,1,2,412,2.3333333333333335,New Customers
13988,19,6,4147.96,4,5,5,455,4.666666666666667,Champions
13989,65,2,1266.08,3,3,4,334,3.3333333333333335,Promising
13990,213,1,311.3,1,1,2,112,1.3333333333333333,Hibernating
13991,12,6,852.88,5,5,3,553,4.333333333333333,Potential Loyalists
13992,30,1,76.8,4,1,1,411,2,New Customers
13993,42,9,3466.36,3,5,5,355,4.333333333333333,Loyal Customers
13994,3,6,2274.14,5,5,5,555,5,Champions
13995,15,5,1393.69,4,4,4,444,4,Champions
13999,10,12,3901.81,5,5,5,555,5,Champions
14000,211,1,635.66,1,1,3,113,1.6666666666666667,Hibernating
14001,45,3,2043.0800000000002,3,3,4,334,3.3333333333333335,Promising
14002,134,2,529.73,2,3,3,233,2.6666666666666665,At Risk
14004,43,7,4582.64,3,5,5,355,4.333333333333333,Loyal Customers
14005,9,5,2874.72,5,4,5,545,4.666666666666667,Champions
14006,115,3,962.19,2,3,4,234,3,At Risk
14009,198,2,695.61,1,3,3,133,2.3333333333333335,At Risk
14012,277,1,328.8,1,1,2,112,1.3333333333333333,Hibernating
14013,110,3,473.02,2,3,2,232,2.3333333333333335,Need Attention
14014,77,1,505.18,2,1,3,213,2,Hibernating
14015,52,1,917.34,3,1,3,313,2.3333333333333335,Promising
14016,161,4,4341.21,2,4,5,245,3.6666666666666665,Loyal Customers
14019,46,3,1421.61,3,3,4,334,3.3333333333333335,Promising
14020,16,2,642.8,4,3,3,433,3.3333333333333335,Potential Loyalists
14021,155,3,631.9,2,3,3,233,2.6666666666666665,At Risk
14022,225,1,440,1,1,2,112,1.3333333333333333,Hibernating
14023,7,2,584.07,5,3,3,533,3.6666666666666665,Potential Loyalists
14024,121,2,327.7,2,3,2,232,2.3333333333333335,Need Attention
14027,60,1,104.82,3,1,1,311,1.6666666666666667,Need Attention
14029,63,2,467.66,3,3,2,332,2.6666666666666665,Need Attention
14030,18,8,2358.84,4,5,5,455,4.666666666666667,Champions
14031,7,19,17286.86,5,5,5,555,5,Champions
14032,2,11,2975.59,5,5,5,555,5,Champions
14034,22,3,648.89,4,3,3,433,3.3333333333333335,Potential Loyalists
14035,28,5,1428.02,4,4,4,444,4,Champions
14036,284,1,626.65,1,1,3,113,1.6666666666666667,Hibernating
14037,176,2,147.20000000000002,2,3,1,231,2,Need Attention
14038,78,3,1560.38,2,3,4,234,3,At Risk
14039,33,1,152.2,3,1,1,311,1.6666666666666667,Need Attention
14040,40,12,3560.32,3,5,5,355,4.333333333333333,Loyal Customers
14041,266,1,141.41,1,1,1,111,1,Hibernating
14044,26,4,646.42,4,4,3,443,3.6666666666666665,Potential Loyalists
14045,109,4,1659.75,2,4,4,244,3.3333333333333335,Loyal Customers
14046,284,1,154.99,1,1,1,111,1,Hibernating
14047,8,5,1308.6100000000001,5,4,4,544,4.333333333333333,Champions
14048,305,1,409.93,1,1,2,112,1.3333333333333333,Hibernating
14049,16,4,5578.72,4,4,5,445,4.333333333333333,Champions
14050,31,2,746.36,4,3,3,433,3.3333333333333335,Potential Loyalists
14051,0,23,15610.390000000001,5,5,5,555,5,Champions
14052,19,1,225.36,4,1,1,411,2,New Customers
14053,124,2,260.25,2,3,2,232,2.3333333333333335,Need Attention
14054,65,1,92.46,3,1,1,311,1.6666666666666667,Need Attention
14055,106,1,725.6400000000001,2,1,3,213,2,Hibernating
14056,1,23,8152.71,5,5,5,555,5,Champions
14057,23,17,6211.66,4,5,5,455,4.666666666666667,Champions
14059,266,1,183.6,1,1,1,111,1,Hibernating
14060,4,19,6140.42,5,5,5,555,5,Champions
14062,9,12,10464.85,5,5,5,555,5,Champions
14064,29,5,1334.34,4,4,4,444,4,Champions
14066,266,1,152.55,1,1,1,111,1,Hibernating
14067,63,2,374.7,3,3,2,332,2.6666666666666665,Need Attention
14068,320,1,265.85,1,1,2,112,1.3333333333333333,Hibernating
14071,3,8,1437.57,5,5,4,554,4.666666666666667,Champions
14073,32,1,151.04,4,1,1,411,2,New Customers
14075,4,3,942.26,5,3,4,534,4,Potential Loyalists
14076,129,1,118.67,2,1,1,211,1.3333333333333333,Hibernating
14077,40,5,499.41999999999996,3,4,3,343,3.3333333333333335,Promising
14078,101,6,1049.37,2,5,4,254,3.6666666666666665,Loyal Customers
14079,124,1,375.1,2,1,2,212,1.6666666666666667,Hibernating
14080,32,1,45.599999999999994,4,1,1,411,2,New Customers
14081,302,2,921.62,1,3,3,133,2.3333333333333335,At Risk
14082,364,1,182.25,1,1,1,111,1,Hibernating
14083,4,9,1002.9,5,5,4,554,4.666666666666667,Champions
14085,2,18,4421.29,5,5,5,555,5,Champions
14087,2,1,191.47,5,1,1,511,2.3333333333333335,New Customers
14088,10,13,50491.81,5,5,5,555,5,Champions
14089,56,1,158.75,3,1,1,311,1.6666666666666667,Need Attention
14090,324,1,76.32000000000001,1,1,1,111,1,Hibernating
14092,7,14,4076.91,5,5,5,555,5,Champions
14093,12,1,433.86,5,1,2,512,2.6666666666666665,New Customers
14096,4,17,65164.79,5,5,5,555,5,Champions
14098,36,1,147.35,3,1,1,311,1.6666666666666667,Need Attention
14099,16,11,3104.17,4,5,5,455,4.666666666666667,Champions
14100,137,1,191.95000000000002,2,1,1,211,1.3333333333333333,Hibernating
14101,73,6,5976.79,2,5,5,255,4,Loyal Customers
14102,5,5,1105.8799999999999,5,4,4,544,4.333333333333333,Champions
14104,154,2,216.20999999999998,2,3,1,231,2,Need Attention
14105,239,1,1266.23,1,1,4,114,2,Hibernating
14107,51,7,2703.23,3,5,5,355,4.333333333333333,Loyal Customers
14108,30,2,597.91,4,3,3,433,3.3333333333333335,Potential Loyalists
14109,72,1,144.2,2,1,1,211,1.3333333333333333,Hibernating
14110,3,12,5683.15,5,5,5,555,5,Champions
14111,14,4,692.85,4,4,3,443,3.6666666666666665,Potential Loyalists
14112,22,7,2915.15,4,5,5,455,4.666666666666667,Champions
14113,3,4,1840.42,5,4,4,544,4.333333333333333,Champions
14114,273,2,386.53,1,3,2,132,2,Need Attention
14116,19,5,1382.74,4,4,4,444,4,Champions
14117,143,1,90,2,1,1,211,1.3333333333333333,Hibernating
14121,3,4,2780.15,5,4,5,545,4.666666666666667,Champions
14124,84,1,419.58000000000004,2,1,2,212,1.6666666666666667,Hibernating
14125,10,3,2720.63,5,3,5,535,4.333333333333333,Potential Loyalists
14126,7,3,706.1300000000001,5,3,3,533,3.6666666666666665,Potential Loyalists
14127,122,3,709.71,2,3,3,233,2.6666666666666665,At Risk
14128,60,2,637.5,3,3,3,333,3,Promising
14129,1,5,1123.8600000000001,5,4,4,544,4.333333333333333,Champions
14130,319,1,480.91,1,1,2,112,1.3333333333333333,Hibernating
14132,2,11,3586.0299999999997,5,5,5,555,5,Champions
14133,129,3,605.64,2,3,3,233,2.6666666666666665,At Risk
14135,1,15,4690.31,5,5,5,555,5,Champions
14138,1,2,965.8800000000001,5,3,4,534,4,Potential Loyalists
14139,46,1,415.82,3,1,2,312,2,Need Attention
14140,3,2,935.05,5,3,4,534,4,Potential Loyalists
14141,2,4,915.13,5,4,3,543,4,Potential Loyalists
14142,373,1,311.81,1,1,2,112,1.3333333333333333,Hibernating
14143,133,1,115.8,2,1,1,211,1.3333333333333333,Hibernating
14145,46,4,3742.2,3,4,5,345,4,Loyal Customers
14146,8,5,4191,5,4,5,545,4.666666666666667,Champions
14147,78,2,483.4,2,3,2,232,2.3333333333333335,Need Attention
14148,233,1,157.2,1,1,1,111,1,Hibernating
14149,220,1,446.62,1,1,2,112,1.3333333333333333,Hibernating
14150,35,2,658.64,3,3,3,333,3,Promising
14152,75,2,621.29,2,3,3,233,2.6666666666666665,At Risk
14154,239,2,1345.62,1,3,4,134,2.6666666666666665,At Risk
14155,266,1,118.75,1,1,1,111,1,Hibernating
14156,9,55,117210.08,5,5,5,555,5,Champions
14157,19,2,424.89000000000004,4,3,2,432,3,Potential Loyalists
14158,40,1,507.66,3,1,3,313,2.3333333333333335,Promising
14159,19,11,4630.35,4,5,5,455,4.666666666666667,Champions
14161,215,3,1097.6200000000001,1,3,4,134,2.6666666666666665,At Risk
14162,173,2,289.36,2,3,2,232,2.3333333333333335,Need Attention
14163,87,4,2445.91,2,4,5,245,3.6666666666666665,Loyal Customers
14164,70,2,1631.77,3,3,4,334,3.3333333333333335,Promising
14165,275,1,120.44,1,1,1,111,1,Hibernating
14167,39,4,562.59,3,4,3,343,3.3333333333333335,Promising
14171,98,1,363.79,2,1,2,212,1.6666666666666667,Hibernating
14173,10,4,450.84,5,4,2,542,3.6666666666666665,Potential Loyalists
14174,33,1,134.46,3,1,1,311,1.6666666666666667,Need Attention
14175,59,3,3222.3,3,3,5,335,3.6666666666666665,Promising
14176,297,4,576.9000000000001,1,4,3,143,2.6666666666666665,At Risk
14177,86,4,549.46,2,4,3,243,3,At Risk
14178,8,7,1600.26,5,5,4,554,4.666666666666667,Champions
14179,40,2,701.57,3,3,3,333,3,Promising
14180,10,25,4748.52,5,5,5,555,5,Champions
14184,66,1,452.89,3,1,2,312,2,Need Attention
14185,331,1,197.65,1,1,1,111,1,Hibernating
14188,30,6,2054.36,4,5,4,454,4.333333333333333,Champions
14189,2,15,4654.08,5,5,5,555,5,Champions
14191,1,13,4684.76,5,5,5,555,5,Champions
14193,67,2,853.39,3,3,3,333,3,Promising
14194,4,21,11349.52,5,5,5,555,5,Champions
14195,201,2,1012,1,3,4,134,2.6666666666666665,At Risk
14196,106,1,335.52,2,1,2,212,1.6666666666666667,Hibernating
14198,18,4,701.4,4,4,3,443,3.6666666666666665,Potential Loyalists
14199,218,1,185.39999999999998,1,1,1,111,1,Hibernating
14201,60,7,747.44,3,5,3,353,3.6666666666666665,Promising
14204,2,1,150.61,5,1,1,511,2.3333333333333335,New Customers
14205,16,2,466.7,4,3,2,432,3,Potential Loyalists
14206,239,1,328.15999999999997,1,1,2,112,1.3333333333333333,Hibernating
14208,94,1,151.74,2,1,1,211,1.3333333333333333,Hibernating
14209,10,6,2073.43,5,5,5,555,5,Champions
14210,105,6,1905.8400000000001,2,5,4,254,3.6666666666666665,Loyal Customers
14211,53,9,2241.1,3,5,5,355,4.333333333333333,Loyal Customers
14212,89,1,1070.48,2,1,4,214,2.3333333333333335,Hibernating
14214,30,5,1004.38,4,4,4,444,4,Champions
14215,11,6,1789.72,5,5,4,554,4.666666666666667,Champions
14216,3,4,1839.3,5,4,4,544,4.333333333333333,Champions
14217,1,17,2004.98,5,5,4,554,4.666666666666667,Champions
14218,42,1,169.48000000000002,3,1,1,311,1.6666666666666667,Need Attention
14219,4,1,89.94,5,1,1,511,2.3333333333333335,New Customers
14220,247,2,632.4,1,3,3,133,2.3333333333333335,At Risk
14221,42,9,3432.8,3,5,5,355,4.333333333333333,Loyal Customers
14222,177,1,683.17,2,1,3,213,2,Hibernating
14223,92,3,991.13,2,3,4,234,3,At Risk
14224,110,4,1009.73,2,4,4,244,3.3333333333333335,Loyal Customers
14226,28,5,2214.79,4,4,5,445,4.333333333333333,Champions
14227,26,10,3350.96,4,5,5,455,4.666666666666667,Champions
14229,51,3,1547.2,3,3,4,334,3.3333333333333335,Promising
14231,183,3,925.71,1,3,3,133,2.3333333333333335,At Risk
14232,42,5,2048.07,3,4,4,344,3.6666666666666665,Loyal Customers
14233,49,4,1462.72,3,4,4,344,3.6666666666666665,Loyal Customers
14234,22,4,754.12,4,4,3,443,3.6666666666666665,Potential Loyalists
14235,75,5,3144.86,2,4,5,245,3.6666666666666665,Loyal Customers
14236,80,2,490.86,2,3,3,233,2.6666666666666665,At Risk
14237,373,1,161,1,1,1,111,1,Hibernating
14238,326,1,146.85,1,1,1,111,1,Hibernating
14239,43,11,2380.85,3,5,5,355,4.333333333333333,Loyal Customers
14240,30,2,890.34,4,3,3,433,3.3333333333333335,Potential Loyalists
14241,183,1,213.70000000000002,1,1,1,111,1,Hibernating
14242,234,2,280.55,1,3,2,132,2,Need Attention
14243,8,10,2588.77,5,5,5,555,5,Champions
14245,219,2,1693.45,1,3,4,134,2.6666666666666665,At Risk
14246,110,3,1474.06,2,3,4,234,3,At Risk
14247,278,1,136.76999999999998,1,1,1,111,1,Hibernating
14248,318,1,302.58,1,1,2,112,1.3333333333333333,Hibernating
14250,7,3,1904.05,5,3,4,534,4,Potential Loyalists
14251,1,5,2879.7000000000003,5,4,5,545,4.666666666666667,Champions
14256,260,2,969.0600000000001,1,3,4,134,2.6666666666666665,At Risk
14257,64,5,3099.7200000000003,3,4,5,345,4,Loyal Customers
14258,9,9,12669.98,5,5,5,555,5,Champions
14259,141,1,120,2,1,1,211,1.3333333333333333,Hibernating
14261,50,2,1163.45,3,3,4,334,3.3333333333333335,Promising
14262,8,8,2618.23,5,5,5,555,5,Champions
14264,154,2,333.97,2,3,2,232,2.3333333333333335,Need Attention
14265,109,2,530.18,2,3,3,233,2.6666666666666665,At Risk
14267,162,3,1516.24,2,3,4,234,3,At Risk
14270,331,1,492.65000000000003,1,1,3,113,1.6666666666666667,Hibernating
14271,225,1,112.32,1,1,1,111,1,Hibernating
14272,73,2,437.96,2,3,2,232,2.3333333333333335,Need Attention
14273,51,4,559.97,3,4,3,343,3.3333333333333335,Promising
14276,98,3,1119.74,2,3,4,234,3,At Risk
14277,15,3,4188,4,3,5,435,4,Potential Loyalists
14280,196,1,134.04,1,1,1,111,1,Hibernating
14282,3,15,3701.44,5,5,5,555,5,Champions
14284,30,2,595.25,4,3,3,433,3.3333333333333335,Potential Loyalists
14285,21,4,1910.01,4,4,4,444,4,Champions
14286,23,3,4628.75,4,3,5,435,4,Potential Loyalists
14287,8,3,176.63,5,3,1,531,3,Potential Loyalists
14288,213,1,426.6,1,1,2,112,1.3333333333333333,Hibernating
14289,8,6,911.26,5,5,3,553,4.333333333333333,Potential Loyalists
14290,11,5,2314.65,5,4,5,545,4.666666666666667,Champions
14291,1,11,3883.25,5,5,5,555,5,Champions
14292,7,9,4871.93,5,5,5,555,5,Champions
14293,3,4,1046.56,5,4,4,544,4.333333333333333,Champions
14295,40,1,166.20000000000002,3,1,1,311,1.6666666666666667,Need Attention
14297,17,4,1305.33,4,4,4,444,4,Champions
14298,8,44,51527.3,5,5,5,555,5,Champions
14299,8,9,3965.62,5,5,5,555,5,Champions
14300,18,1,43.2,4,1,1,411,2,New Customers
14301,117,1,640.14,2,1,3,213,2,Hibernating
14304,222,1,383.45,1,1,2,112,1.3333333333333333,Hibernating
14305,71,3,1858.96,3,3,4,334,3.3333333333333335,Promising
14306,51,2,2093.32,3,3,5,335,3.6666666666666665,Promising
14307,88,6,2995.72,2,5,5,255,4,Loyal Customers
14309,8,9,2352.53,5,5,5,555,5,Champions
14311,242,1,310.26,1,1,2,112,1.3333333333333333,Hibernating
14312,46,6,1611.59,3,5,4,354,4,Loyal Customers
14314,106,1,120,2,1,1,211,1.3333333333333333,Hibernating
14315,44,6,2481.13,3,5,5,355,4.333333333333333,Loyal Customers
14317,64,1,508.58000000000004,3,1,3,313,2.3333333333333335,Promising
14320,206,2,477.79,1,3,2,132,2,Need Attention
14321,10,5,1530.75,5,4,4,544,4.333333333333333,Champions
14323,114,2,605.0600000000001,2,3,3,233,2.6666666666666665,At Risk
14326,242,1,183.85,1,1,1,111,1,Hibernating
14327,163,1,311.65,2,1,2,212,1.6666666666666667,Hibernating
14329,17,7,4975.24,4,5,5,455,4.666666666666667,Champions
14331,124,2,462.65999999999997,2,3,2,232,2.3333333333333335,Need Attention
14332,22,3,840.21,4,3,3,433,3.3333333333333335,Potential Loyalists
14333,67,1,415.2,3,1,2,312,2,Need Attention
14334,16,8,2552.21,4,5,5,455,4.666666666666667,Champions
14335,16,2,454.86,4,3,2,432,3,Potential Loyalists
14336,16,4,1614.91,4,4,4,444,4,Champions
14338,161,2,588.22,2,3,3,233,2.6666666666666665,At Risk
14339,242,1,309.52,1,1,2,112,1.3333333333333333,Hibernating
14340,218,1,134.7,1,1,1,111,1,Hibernating
14341,45,8,2166.98,3,5,5,355,4.333333333333333,Loyal Customers
14342,21,4,668.5600000000001,4,4,3,443,3.6666666666666665,Potential Loyalists
14344,127,8,889.9300000000001,2,5,3,253,3.3333333333333335,At Risk
14345,38,1,108.97999999999999,3,1,1,311,1.6666666666666667,Need Attention
14346,120,2,1021.58,2,3,4,234,3,At Risk
14348,260,1,409.57,1,1,2,112,1.3333333333333333,Hibernating
14349,10,1,133.5,5,1,1,511,2.3333333333333335,New Customers
14350,274,1,282.93,1,1,2,112,1.3333333333333333,Hibernating
14351,164,1,51,2,1,1,211,1.3333333333333333,Hibernating
14352,157,4,1078.96,2,4,4,244,3.3333333333333335,Loyal Customers
14353,215,1,90.6,1,1,1,111,1,Hibernating
14354,5,2,163.62,5,3,1,531,3,Potential Loyalists
14355,365,1,174.4,1,1,1,111,1,Hibernating
14356,79,2,701.23,2,3,3,233,2.6666666666666665,At Risk
14357,43,1,225.12,3,1,1,311,1.6666666666666667,Need Attention
14359,19,3,912.18,4,3,3,433,3.3333333333333335,Potential Loyalists
14360,31,4,2118.03,4,4,5,445,4.333333333333333,Champions
14362,22,1,151.5,4,1,1,411,2,New Customers
14364,108,8,3717.35,2,5,5,255,4,Loyal Customers
14367,8,16,9227.82,5,5,5,555,5,Champions
14368,319,1,155,1,1,1,111,1,Hibernating
14371,295,1,100.5,1,1,1,111,1,Hibernating
14373,358,1,76.55,1,1,1,111,1,Hibernating
14375,185,1,235.56,1,1,1,111,1,Hibernating
14377,191,2,617.05,1,3,3,133,2.3333333333333335,At Risk
14379,44,2,348.1,3,3,2,332,2.6666666666666665,Need Attention
14381,52,1,202.68,3,1,1,311,1.6666666666666667,Need Attention
14382,26,1,615.49,4,1,3,413,2.6666666666666665,New Customers
14383,38,3,1247.69,3,3,4,334,3.3333333333333335,Promising
14385,9,3,202.11,5,3,1,531,3,Potential Loyalists
14386,296,1,142.4,1,1,1,111,1,Hibernating
14387,32,3,1727.6,4,3,4,434,3.6666666666666665,Potential Loyalists
14388,10,8,3212.84,5,5,5,555,5,Champions
14389,65,2,1043.46,3,3,4,334,3.3333333333333335,Promising
14390,10,9,4642.57,5,5,5,555,5,Champions
14393,218,1,67.95,1,1,1,111,1,Hibernating
14395,2,9,3479.91,5,5,5,555,5,Champions
14396,65,2,487.99,3,3,3,333,3,Promising
14397,2,19,2612.96,5,5,5,555,5,Champions
14400,149,1,574.7,2,1,3,213,2,Hibernating
14401,4,13,4051.48,5,5,5,555,5,Champions
14403,130,4,1475.81,2,4,4,244,3.3333333333333335,Loyal Customers
14404,33,6,1449.32,3,5,4,354,4,Loyal Customers
14406,119,1,156.75,2,1,1,211,1.3333333333333333,Hibernating
14407,107,6,2157.73,2,5,5,255,4,Loyal Customers
14408,10,7,2599.03,5,5,5,555,5,Champions
14409,71,6,2059.4500000000003,3,5,5,355,4.333333333333333,Loyal Customers
14410,92,9,1100.27,2,5,4,254,3.6666666666666665,Loyal Customers
14411,310,1,1063,1,1,4,114,2,Hibernating
14412,42,2,770.03,3,3,3,333,3,Promising
14413,362,1,121.05,1,1,1,111,1,Hibernating
14414,91,7,1496.98,2,5,4,254,3.6666666666666665,Loyal Customers
14415,1,13,5855.57,5,5,5,555,5,Champions
14416,22,2,490.22,4,3,3,433,3.3333333333333335,Potential Loyalists
14418,3,3,1937.25,5,3,4,534,4,Potential Loyalists
14419,10,6,1051.79,5,5,4,554,4.666666666666667,Champions
14420,99,1,387.52,2,1,2,212,1.6666666666666667,Hibernating
14421,57,2,813.11,3,3,3,333,3,Promising
14422,0,6,4263.64,5,5,5,555,5,Champions
14423,218,1,265.2,1,1,2,112,1.3333333333333333,Hibernating
14424,17,1,322.08,4,1,2,412,2.3333333333333335,New Customers
14426,23,10,4481.67,4,5,5,455,4.666666666666667,Champions
14427,50,2,363.34000000000003,3,3,2,332,2.6666666666666665,Need Attention
14428,7,5,1224.06,5,4,4,544,4.333333333333333,Champions
14431,302,1,470.36,1,1,2,112,1.3333333333333333,Hibernating
14432,9,6,2248.5,5,5,5,555,5,Champions
